,company_brand,founded,headquarter,sector,what_it_does,founders,investor,amount,stage,year_funded
1545,Mynvax,2017,Bengaluru,Health care,Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.,"Dr Raghavan Varadarajan, Dr Gautham Nadig","Accel, LetsVenture, 1Crowd",4000000.0,Early Traction,2021-01-01
1546,RiseBird,2018,Pune,Human Resources,RiseBird provides on-demand 2.5K + expert video interviews and A.I. powered insights to help companies hire online.,Ashutosh Seth,SAB Holdings,500000.0,Early Traction,2021-01-01
1547,Uvi Health,2020,Bengaluru,Health care,Digital health platform delivering personalized care for women’s sexual and reproductive health concerns,Mehak Malik,Titan Capital,330000.0,Ideation,2021-01-01
1548,Vegrow,2020,Bengaluru,Agriculture & Environment,Vegrow is in the business of fresh fruits & vegetables with addressable market size of $43 Billion.,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik","Lightspeed Venture Partners, Elevation Capital",13000000.0,Early Traction,2021-01-01
1549,Automovill,2015,Bengaluru,Logistics & Transportation,"Automovill is a unique platform to aggregate automobile service providers, where we connect vehicle owners with all kind of automobile service providers under one roof.","Mridu Mahendra Das, Chinmay Baruah",Mumbai Angels Network,500000.0,Early Traction,2021-01-01
1550,NFTically,2021,Gurgaon,Retail & E-commerce,"NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes.",Toshendra Sharma,Jayanti Kanani,3500000.0,Validation,2021-01-01
1551,HealthifyMe,2012,Bengaluru,Health care,HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!,"Tushar Vashisht, Sachin Shenoy","LeapFrog, Khosla Ventures",75000000.0,Scaling,2021-01-01
1552,GalaxyCard,2017,Gurgaon,Finance sector,GalaxyCard is a mobile based Instant Credit Card.,Amit Kumar,JITO Angel Network,450000.0,Early Traction,2021-01-01
1553,Bella Vita Organic,2018,Gurgaon,Health care,Bella Vita Organic or ‘The Good Life’ is dedicated to creating handcrafted and organic beauty solutions inspired by the natural elements of the earth and age old beauty best practices.,Aakash Anand,Ananta Capital,10000000.0,Early Traction,2021-01-01
1554,SmartCoin,2016,Bengaluru,Finance sector,India's Most Preferred Instant Loan App,"Jayant Upadhyay, Amit Chandel, Rohit Garg","Northern Arc, Vivriti Capital",10000000.0,Early Traction,2021-01-01
1555,CareerNinja,2017,Mumbai,Education & Training,"Careerninja Is A Funded, Early-stage Ed-tech Venture Building A Personalized Learning Platform To Help People Achieve Their Career Goals",Shronit Ladhaniai,Unitus Ventures,3500000.0,Validation,2021-01-01
1556,MYSUN,2016,Delhi,Energy & utility,"India's Largest Online Rooftop Solar Platform for SMEs, Industries & Homes",Gagan Vermani,TATA Cleantech Capital,2000000.0,Early Traction,2021-01-01
1557,Sea6 Energy,2010,Bengaluru,Health care,"Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.","Sailaja Nori, Nelson Vadassery, Sowmya Balendiran, Shrikumar Suryanarayan",Aqua-Spark,9000000.0,Scaling,2021-01-01
1558,Beco,2018,Mumbai,Retail & E-commerce,"Eco-friendly home and kitchen care products that are plastic-free, high in quality and affordable.","Aditya Ruia, Akshay Varma, Anuj Ruia",Climate Angels Fund,500000.0,Validation,2021-01-01
1559,OneCode,2020,Bengaluru,Technology sector,"OneCode is a platform which connects new age digital first brands with ""relevant"" sellers (aka OneCoders) to sell their products and services","Manish Shara, Yash Desai","Sequoia’s Surge, Nexus Venture Partners",5000000.0,Early Traction,2021-01-01
1560,MedPay,2020,Bengaluru,Technology sector,MedPay® is building the real-time claims adjudication platform for health insurers.,"Arun Bhatia, Ravi Chandra","Entrepreneur First (EF), GrowX Ventures",1200000.0,Validation,2021-01-01
1561,Inshorts,2013,Uttar Pradesh,Technology sector,Built Inshorts with a promise to deliver news,Azhar Iqubal,Vy Capital,60000000.0,Early Traction,2021-01-01
1562,Digantara,2018,Bengaluru,Technology sector,"Digantara is an Indian Space Technology Company incubated at Indian Institute of Science (IISc), establishing a space-based surveillance platform with global realtime earth coverage","Anirudh N Sharma, Rahul Rawat, Tanveer Ahmed",Kalaari Capital,2500000.0,Validation,2021-01-01
1563,Aqgromalin,2018,Tamil Nadu,Agriculture & Environment,Aqgormalin is a tech driven farm diversification platform enabling farmers to diversify into Animal Husbandry and Aquaculture.,"Prasanna Manogaran, Bharani CL",Zephyr Peacock,700000.0,Validation,2021-01-01
1564,Square Yards,2014,Gurgaon,Real Estate & Construction,India’s largest tech enabled Real Estate Brokerage and Mortgage Marketplace,Tanuj Shori,ADM Capital,25000000.0,Early Traction,2021-01-01
1565,OYO,2013,Gurgaon,Health care,OYO is a global platform that empowers entrepreneurs and small businesses with hotels and homes by providing full-stack technology,Ritesh Agarwal,"SoftBank Vision Fund, Hindustan Media Venture",660000000.0,Early Traction,2021-01-01
1566,Slang Labs,2017,Bengaluru,Technology sector,Slang Labs provides accurate and multilingual in-app voice assistants for Android and web apps,Kumar Rangarajan,100x Entrepreneurs,3500000.0,Early Traction,2021-01-01
1567,NirogGyan,2019,Gurgaon,Health care,"Simplifying Diagnostics for labs, doctors, and people.","Joyneel Acharya, Shweta Gandhi","Healthcare veterans, PIEDS",3500000.0,Validation,2021-01-01
1568,Ola Electric,2017,Bengaluru,Logistics & Transportation,Ola Electric - The future of mobility is here.? Charging ahead to accelerate the world’s transition to sustainable mobility.,Bhavish Aggarwal,Bank of Baroda,100000000.0,Exit Options,2021-01-01
1569,Bikry app,2019,Uttar Pradesh,Retail & E-commerce,"Bikry, a Direct-to-Customer platform to start your online store within 30 seconds at 0% commission",Abhishek Bhayana,YCombinator,1300000.0,Early Traction,2021-01-01
1570,Oliveboard,2012,Bengaluru,Education & Training,Oliveboard is the top exam preparation platform for Banking & Government Exams.,"Abhishek Patil, V Satish Kumar",IAN Fund,3000000.0,Early Traction,2021-01-01
1571,Little Leap,2020,Delhi,Education & Training,Soft Skills that make Smart Leaders,Holistic Development Programs for children in age range 5-15,Vishal Gupta,300000.0,Early Traction,2021-01-01
1572,Trell,2016,Bengaluru,Retail & E-commerce,India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.,"Pulkit Agarwal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Mirae Asset, H&M",45000000.0,Scaling,2021-01-01
1573,Kredent,2008,Kolkata,Education & Training,Kredent Academy is the unique concept where financial market professionals have taken the onus of creating a strong knowledge bank in their area of expertise,"Vineet Patawari, Vivek Bajaj, Vinay Pagaria",Kotak Securities,1000000.0,Early Traction,2021-01-01
1574,EasyAspataal,2020,Mumbai,Health care,India’s First Digital Admission Desk for Hospitalisation.,"Manoj Gupta, Gunjali Kothari",Venture Catalysts,500000.0,Validation,2021-01-01
1575,SMOOR,2008,Bengaluru,Food & Beverage,Instigate your sixth sense with our new range of chocolates.,Vimal Sharma,Klub,3500000.0,Early Traction,2021-01-01
1576,Pankhuri,2019,Bengaluru,Technology sector,"Pankhuri is a women's only community for members to socialize, explore and upskill through live interactive courses, expert chat and interest-based clubs.",Pankhuri Shrivastava,Sequoia’s Surge,3200000.0,Early Traction,2021-01-01
1577,Arcana,2019,Bengaluru,Technology sector,Arcana is the Storage Layer of Ethereum.,"Mayur Relekar, Aravindh Kumar, Abhishek Chaudhary",Balaji Srinivasan,370000.0,Validation,2021-01-01
1578,AdmitKard,2016,Uttar Pradesh,Education & Training,A tech solution for end to end career advisory to students looking to study abroad.,"Vamsi Krishna, Pulkit Jain, Gaurav Munjal	#REF!",Inflection Point Ventures,1000000.0,Early Traction,2021-01-01
1579,UrbanKisaan,2017,Hyderabad,Food & Beverage,A modern farms close to where your home is. Creating positive change at every step from seed to store ensuring quality and traceability.,"Srinivas Chaganti, Vihari Kanukollu, Sairam Reddy",BASF Venture Capital GmbH,3500000.0,Early Traction,2021-01-01
1580,Aquaconnect,2017,Tamil Nadu,Agriculture & Environment,Aquaconnect is a global full-stack aquaculture technology venture that provides data-driven farm advisory and marketplace solutions to fish and shrimp farmers,Rajamanohar,"Rebright Partners, Flourish Ventures",4000000.0,Early Traction,2021-01-01
1581,Vah Vah!,2020,Bengaluru,Education & Training,A mission to educate India and make its young and dynamic population job ready.,"Shailesh Daxini, Akash Senapaty, Muthukaleeshwaran Subbiah",Sequoia Surge,1800000.0,Early Traction,2021-01-01
1582,LetsDressUp,2019,Gurgaon,Retail & E-commerce,Building India's version of Stitch Fix,Aditya B,"Titan Capital, Sequoia Capital",300000.0,Early Traction,2021-01-01
1583,Sapio Analytics,2019,Mumbai,Technology sector,Aim to provide the most intelligent AI-powered policy making solutions for government institutions across the world.,"Ashwin Srivastava, Hardik Somani, Prashant Nikam",Parthiv Group,150000.0,Early Traction,2021-01-01
1584,BHyve,2020,Mumbai,Human Resources,A Future of Work Platform for diffusing Employee Tacit Knowledge and enabling Peer Learning Networks,Backed by 100x.VC,"Omkar Pandharkame, Ketaki Ogale",300000.0,Early Traction,2021-01-01
1585,Indi Energy,2019,Roorkee,Agriculture & Environment,"Indi Energy is an energy storage startup involved in R&D of next generation battery technologies, with superior performance than current counterparts.",Dr. ASIT SAHOO,Mumbai Angels Network,3500000.0,Validation,2021-01-01
1586,The Ayurveda Co,2021,Gurgaon,Retail & E-commerce,The Ayurveda Co. represents things that are all Ayurvedic at heart and are suited for the contemporary landscape.,"Param Bhargava, Shreedha Singh","GetVantage, Velocity, Shiprocket Capital",3500000.0,Early Traction,2021-01-01
1587,Pratilipi,2015,Bengaluru,Media & Entertainment,"Pratilipi is the largest Indian language self-publishing platform with over 350,000 authors and more than 28,000,000 unique monthly readers.",Ranjeet Pratap Singh,"Krafton Inc, Omidyar",48000000.0,Early Traction,2021-01-01
1588,Ati Motors,2017,Bengaluru,Logistics & Transportation,Autonomous industrial vehicle maker,"Saurabh Chandra, Saad Nasser","Blume Ventures, Exfinity Venture Partners",35000000.0,Early Traction,2021-01-01
1589,peAR,2018,Mumbai,Technology sector,An AR / VR tech based Start-up in Mumbai.,"Dharmin Vora, Dhruvesh Mehta, Parth Vora",Inflection Point Ventures,300000.0,Early Traction,2021-01-01
1590,Gourmet Garden,2019,Bengaluru,Agriculture & Environment,"100% contamination free, pesticide free naturoponically grown vegetables.",Arjun Balaji,"Beyond Next Ventures, M Venture Partners",3000000.0,Early Traction,2021-01-01
1591,The Sleep Company,2019,Mumbai,Retail & E-commerce,Patent Pending sleep technology developed by actual Rocket Scientists and sleep experts after years of research.,"Ashneer Grover, Shashvat Nakrani",Fireside Ventures,1000000.0,Early Traction,2021-01-01
1592,TyrePlex,2020,Delhi,Retail & E-commerce,Tyreplex is digitizing the tyre dealers in India.,"Puneet Bhaskar, Rupendra Pratap Singh",AdvantEdge Founders,3500000.0,Validation,2021-01-01
1593,ION Energy,2016,Mumbai,Logistics & Transportation,Advanced Electronics & Software Supplier for Electric Vehicles & Battery Energy Storage,Akhil Aryan,Inflection Point Ventures,3600000.0,Early Traction,2021-01-01
1594,Digit Insurance,2016,Bengaluru,Finance sector,"Digit becomes the first Unicorn of 2021, valued at $1.9B.",Kamesh Goyal,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",200000000.0,Early Traction,2021-01-01
1595,FRAAZO,2020,Mumbai,Food & Beverage,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,"Atul Kumar, Aashish Krishnatre","Sixth Sense Ventures, NABVENTURES",11000000.0,Early Traction,2021-01-01
1596,Licious,2015,Bengaluru,Food & Beverage,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.","Abhay Hanjura, Vivek Gupta","Temasek, Multiples PE",192000000.0,Scaling,2021-01-01
1597,WinZO,2018,Delhi,Media & Entertainment,WinZO is the largest social gaming and entertainment platform in India.,Paavan Nanda,Griffin Gaming Partners,65000000.0,Scaling,2021-01-01
1598,Furlenco,2012,Bengaluru,Retail & E-commerce,Furlenco is a different furniture company.,Ajith Mohan Karimpana,Zinnia Global,100000000.0,Early Traction,2021-01-01
1599,Skylark Drones,2014,Bengaluru,Industrial & Manufacturing,"Enterprise drone solutions that help plan, build, and sustain the world we live in.",Mughilan Thiru Ramasamy,"InfoEdge Ventures, IAN Fund",3000000.0,Early Traction,2021-01-01
1600,Leegality,2016,Gurgaon,Technology sector,"The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016",Shivam Singla,"IIFL, Mumbai Angels",3500000.0,Early Traction,2021-01-01
1601,Arcatron Mobility,2015,Pune,Health care,Mission is to advance global standards of assisted living and make it dignified and safer.,Ganesh Sonawane,Klub,3500000.0,Early Traction,2021-01-01
1602,TWID,2020,Bengaluru,Finance sector,"TWID is shaping the future of Digital Currencies, delivering new-age fintech solutions","Amit Sharma, Amit Koshal, Rishi Batra","BEENEXT, Sequoia’s Surge",2500000.0,Early Traction,2021-01-01
1603,PeakPerformer,2020,Bengaluru,Education & Training,"A goal-oriented, outcome-driven platform to make leadership coaching accessible to all.","Aishwarya Goel, Gaurav Jhunjhnuwala",Antler India,3500000.0,Ideation,2021-01-01
1604,MyMobiForce,2018,Uttar Pradesh,Technology sector,"Crowdsourcing platform imparting best-in-class services with immensely talented, skilled & qualified workforce pan-India","Dheeraj Khatter, Himanshu Kumar, Kshitiz Saini",Bharat Inclusion,1400000.0,Early Traction,2021-01-01
1605,Pine Labs,1998,Uttar Pradesh,Technology sector,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,Amrish Rau,"Fidelity, BlackRock",600000.0,Early Traction,2021-01-01
1606,Genworks Health,2015,Bengaluru,Health care,GENWORKS Health is an initiative by GE for empowering healthcare professionals operating in the rural areas to deliver better medical facilities and diagnostics while keeping things affordable.,S Ganeshprasad,Blacksoil,2000000.0,Early Traction,2021-01-01
1607,Pocketly,2019,Bengaluru,Finance sector,"Pocketly provides quick cash on hand, anytime - anywhere!","Aarav Bhatia, Navdeesh Ahuja",Inflection Point Ventures,3500000.0,Early Traction,2021-01-01
1608,Neverinstall,2019,Bengaluru,Technology sector,A cloud platform to bring any GUI application regardless of OS and Device type to the browser.,"Lakshmana Pasala, Ram Pasala",Speciale Invest,370000.0,Validation,2021-01-01
